#PATH-POINTS-START Path
30.739,23.429,527,0
30.727,25.429,523.34
30.695,27.429,527
30.651,29.429,527
30.601,31.428,527
30.55,33.427,527
30.503,35.427,527
30.463,37.426,527
30.435,39.426,527
30.423,41.426,527
30.429,43.426,527
30.461,45.426,527
30.519,47.425,527
30.611,49.423,527
30.742,51.419,527
30.917,53.411,527
31.144,55.398,527
31.432,57.377,527
31.79,59.344,527
32.231,61.295,527
32.769,63.221,489.539
33.421,65.112,432.751
34.204,66.951,375.423
35.139,68.718,320.976
36.251,70.38,274.769
37.548,71.9,243.432
39.038,73.231,235.01
40.705,74.333,256.144
42.514,75.182,309.101
44.425,75.766,392.677
46.394,76.108,500.575
48.389,76.235,527
50.388,76.179,527
52.376,75.966,527
54.319,75.517,527,90
56.173,74.77,514.518
57.912,73.786,407.221
59.491,72.562,338.038
60.872,71.118,308.164
62.034,69.492,312.618
62.989,67.736,340.483
63.759,65.891,381.741
64.372,63.988,428.22
64.862,62.049,474.143
65.257,60.088,515.998
65.58,58.115,527
65.853,56.134,527
66.095,54.148,527
66.321,52.161,527
66.549,50.174,527
66.794,48.189,527
67.07,46.209,527
67.396,44.235,527
67.789,42.274,527
68.27,40.333,525.035
68.86,38.423,493.579
69.583,36.559,463.998
70.463,34.763,441.409
71.518,33.065,432.189
72.757,31.497,443.167
74.177,30.091,480.061
75.761,28.872,527
77.478,27.85,527
79.297,27.021,527
81.19,26.378,527
83.13,25.893,527
85.1,25.549,527
87.088,25.33,527
89.075,25.215,527,90
89.075,25.215,0,90
#PATH.JERRYIO-DATA {"appVersion":"0.4.0","format":"path.jerryio v0.1.x (cm, rpm)","gc":{"robotWidth":17,"robotHeight":21,"robotIsHolonomic":false,"showRobot":true,"uol":2.54,"pointDensity":0.7874015748031495,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"VRC 2024 - Over Under","signature":"VRC 2024 - Over Under","origin":{"__type":"built-in"}}},"paths":[{"segments":[{"controls":[{"uid":"tzyMVnHJAf","x":12.10208171709335,"y":9.22420480993018,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"ICVs0O2NpN","x":12.10208171709335,"y":17.51099043185932,"lock":false,"visible":true,"__type":"control"},{"uid":"okjfZ8cCMn","x":10.227243341091281,"y":31.722265321955007,"lock":false,"visible":true,"__type":"control"},{"uid":"xu0r9p1ea8","x":21.007564003103177,"y":29.847426945952936,"lock":false,"visible":true,"heading":90,"__type":"end-point"}],"speedProfiles":[],"uid":"7jjTz12d2u"},{"controls":[{"uid":"xu0r9p1ea8","x":21.007564003103177,"y":29.847426945952936,"lock":false,"visible":true,"heading":90,"__type":"end-point"},{"uid":"wEl6WjPfEA","x":30.381755883113524,"y":27.26952417895009,"lock":false,"visible":true,"__type":"control"},{"uid":"QW1YVjM8qs","x":21.007564003103177,"y":10.395978794931473,"lock":false,"visible":true,"__type":"control"},{"uid":"6RdbTvjSEy","x":35.06885182311869,"y":9.927269200930956,"lock":false,"visible":true,"heading":90,"__type":"end-point"}],"speedProfiles":[],"uid":"hWulPoznTE"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":600,"label":"600"},"step":1,"from":40,"to":527},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1.575,"label":"1.575"},"step":0.01,"from":0.56,"to":0.77}},"name":"Path","uid":"j1vt8hGkbo","lock":false,"visible":true}]}
